Year,State,District,Season,Crop,Area_ha,Rainfall_mm,Fertilizer_kg_ha,Tmin_C,Tmax_C,SOC_pct,Production_t,Yield_t_ha
2010,Andhra Pradesh,District_9,Summer,Barley,167.91,702.1,76.7,19.8,30.9,0.85,319.27,1.901435292716336
2018,Madhya Pradesh,District_10,Kharif,Cotton,144.02,1173.3,139.1,21.7,,0.81,280.92,1.950562421885849
2023,Chhattisgarh,District_11,Kharif,Sugarcane,460.01,721.1,169.5,19.5,35.6,0.92,37260.72,80.99980435207931
2019,Gujarat,District_12,Rabi,Mustard,235.49,1016.8,91.5,17.6,31.8,0.78,274.41,1.1652724107180772
2022,Uttar Pradesh,District_13,Rabi,Wheat,823.25,706.9,164.9,20.3,,1.03,2634.35,3.1999392651078042
2022,Rajasthan,District_14,Kharif,Maize,251.59,750.4,148.6,16.2,32.1,0.12,566.56,2.2519178027743547
2002,Chhattisgarh,District_15,Kharif,Mustard,140.38,796.0,119.2,21.6,32.4,0.85,145.29,1.0349764923778315
2006,Telangana,District_16,Kharif,Wheat,510.9,1132.4,179.2,17.2,37.2,1.1,2376.12,4.650851438637698
2017,Odisha,District_17,Rabi,Mustard,357.27,434.2,56.9,22.8,35.6,1.27,288.97,0.8088280572116328
2014,Telangana,District_18,Kharif,Sugarcane,378.47,,158.9,19.0,32.2,0.98,25610.64,67.66887732184848
2001,Rajasthan,District_19,Kharif,Sorghum,499.88,421.6,209.8,23.2,32.6,1.22,617.54,1.2353764903576858
2002,Karnataka,District_20,Kharif,Rice,165.39,610.7,202.6,16.6,29.9,0.84,531.45,3.2133139851260664
2012,Maharashtra,District_21,Rabi,Sorghum,226.7,671.4,160.6,18.0,31.5,0.8,269.34,1.188089986766652
2014,Maharashtra,District_22,Kharif,Maize,220.77,494.8,132.9,21.1,32.9,0.93,414.31,1.876658966345065
2004,Rajasthan,District_23,Rabi,Rice,112.79,688.5,119.6,23.5,34.6,0.8,323.97,2.872329107190354
2004,Gujarat,District_24,Kharif,Mustard,208.9,406.8,132.9,25.0,34.2,0.6,169.43,0.8110579224509334
2003,Karnataka,District_25,Rabi,Pulses,545.57,626.0,166.8,20.1,28.7,0.67,519.62,0.9524350679106255
2013,Gujarat,District_26,Kharif,Barley,282.14,1114.1,112.7,25.5,34.9,0.52,577.94,2.0484156801587865
2000,Haryana,District_27,Kharif,Wheat,109.11,938.8,175.3,19.1,31.7,0.93,386.11,3.5387223902483735
2013,Chhattisgarh,District_28,Kharif,Rice,96.21,891.2,230.3,23.3,29.0,0.8,390.19,4.05560752520528
2011,Andhra Pradesh,District_29,Rabi,Pulses,664.39,629.4,142.5,17.2,36.0,0.71,549.78,0.8274958984933548
2011,West Bengal,District_30,Summer,Barley,231.78,512.1,91.2,21.3,36.4,0.66,364.72,1.5735611355595824
2016,Bihar,District_31,Kharif,Sugarcane,165.93,599.4,91.2,13.0,32.8,0.93,9182.96,55.342373289941534
2012,Uttar Pradesh,District_32,Kharif,Mustard,207.6,840.5,176.1,16.6,34.1,1.0,268.62,1.2939306358381504
2017,Andhra Pradesh,District_33,Summer,Sorghum,100.85,1041.0,142.6,21.4,34.3,0.52,117.75,1.1675756073376302
2018,Tamil Nadu,District_34,Rabi,Barley,574.71,1048.5,,16.1,36.2,0.48,1113.59,1.9376555132153606
2022,Karnataka,District_35,Kharif,Pulses,193.29,988.7,123.7,21.3,34.2,1.04,216.53,1.1202338455170988
2019,Maharashtra,District_36,Kharif,Groundnut,555.82,687.7,178.2,22.7,28.0,0.46,697.73,1.2553164693605843
2012,Haryana,District_37,Rabi,Pulses,252.39,,138.7,18.5,38.0,,273.09,1.0820159277308927
2011,Madhya Pradesh,District_38,Rabi,Groundnut,576.93,779.3,115.7,17.1,35.2,1.2,883.58,1.5315202884232058
2005,Madhya Pradesh,District_39,Rabi,Pulses,285.44,805.7,129.0,18.6,30.5,1.2,361.92,1.2679372197309418
2014,Maharashtra,District_40,Autumn,Pulses,408.27,1298.2,97.1,17.1,28.9,0.98,463.56,1.1354250863399222
2003,Kerala,District_1,Kharif,Sugarcane,376.7,462.4,224.6,19.7,33.5,0.98,28345.06,75.24571276878153
2022,Maharashtra,District_2,Kharif,Groundnut,355.66,798.4,141.1,20.3,31.2,1.36,510.72,1.435978181409211
2020,Telangana,District_3,Kharif,Mustard,301.5,1116.6,170.8,19.1,33.0,0.22,371.71,1.2328689883913764
2002,Kerala,District_4,Kharif,Sorghum,212.79,527.5,123.5,25.0,,0.68,212.77,0.9999060106208
2018,Karnataka,District_5,Kharif,Groundnut,772.21,708.4,102.9,17.8,30.3,1.01,1011.85,1.310330091555406
2002,Chhattisgarh,District_6,Kharif,Wheat,142.0,733.6,135.6,24.2,28.7,0.72,369.69,2.6034507042253523
2017,Karnataka,District_7,Kharif,Pulses,245.33,800.9,189.0,16.9,33.2,1.11,301.32,1.2282232095544776
2002,Chhattisgarh,District_8,Rabi,Cotton,922.825847279154,498.9,124.2,20.2,30.4,0.79,2198.711991643672,2.382586051448734
2011,Chhattisgarh,District_9,Kharif,Rice,311.52,981.0,110.2,,,0.83,1052.24,3.3777606574216748
2015,West Bengal,District_10,Kharif,Rice,189.11,996.6,151.2,,,0.73,647.04,3.421500713870234
2017,Bihar,District_11,Rabi,Pulses,295.55,,165.0,18.7,31.2,0.67,343.3,1.1615631872779564
2010,Madhya Pradesh,District_12,Rabi,Sorghum,221.12,658.5,210.7,21.7,34.1,0.66,335.83,1.5187680897250362
2022,Telangana,District_13,Rabi,Pulses,94.71,869.0,,21.3,33.8,0.87,92.31,0.9746594868546089
2018,West Bengal,District_14,Rabi,Sugarcane,246.1,652.1,170.8,18.4,29.6,0.61,17538.34,71.26509548963836
2004,Chhattisgarh,District_15,Rabi,Rice,126.43,776.8,173.8,,28.5,1.04,369.08,2.919243850351973
2016,Chhattisgarh,District_16,Kharif,Groundnut,86.43,,98.9,,32.0,0.96,146.94,1.7001041305102393
2017,Karnataka,District_17,Kharif,Rice,265.64,871.1,106.5,21.4,33.7,1.07,764.58,2.87825628670381
2008,Maharashtra,District_18,Rabi,Barley,1414.8344022451056,588.7,101.6,21.7,33.2,0.52,2199.711496476228,1.55474838114316
2017,West Bengal,District_19,Kharif,Barley,335.63,889.7,91.7,22.0,30.5,0.38,479.53,1.4287459404701606
2021,Gujarat,District_20,Kharif,Sorghum,343.88,552.6,176.8,15.6,32.9,0.8,403.74,1.1740723508200535
2019,Chhattisgarh,District_21,Kharif,Maize,76.74,586.2,156.6,21.4,36.5,1.52,247.63,3.226869950482148
2018,Haryana,District_22,Kharif,Wheat,108.14,621.0,148.2,16.9,32.6,1.12,291.03,2.6912335860921024
2015,Telangana,District_23,Kharif,Maize,799.6,752.3,,18.2,27.1,0.66,1460.57,1.8266258129064532
2006,Andhra Pradesh,District_24,Kharif,Mustard,130.54,1056.1,227.2,26.5,32.6,0.91,207.07,1.5862570859506666
2019,Kerala,District_25,Rabi,Maize,353.01,977.2,109.2,19.2,38.1,0.98,1083.91,3.07047958981332
2008,Bihar,District_26,Summer,Barley,162.04,965.1,227.1,17.8,28.1,0.46,397.86,2.45531967415453
2012,Chhattisgarh,District_27,Kharif,Wheat,256.67,608.2,87.0,23.5,32.1,1.14,622.58,2.425604862274516
2007,Uttar Pradesh,District_28,Summer,Rice,167.34,730.9,112.5,17.2,31.3,,466.76,2.789291263296283
2007,Andhra Pradesh,District_29,Kharif,Maize,342.72,909.8,56.9,18.7,32.3,0.78,860.79,2.5116421568627447
2003,Karnataka,District_30,Summer,Mustard,265.62,711.8,159.5,23.7,32.6,0.81,326.13,1.2278066410661848
2023,Uttar Pradesh,District_31,Autumn,Groundnut,186.98,788.8,100.9,20.1,35.4,1.09,227.89,1.218793453845331
2003,Odisha,District_32,Kharif,Cotton,130.31,947.1,102.1,15.3,32.3,0.61,190.09,1.4587522062773386
2002,Bihar,District_33,Rabi,Groundnut,287.34,773.3,90.1,21.6,35.8,0.37,276.8,0.9633187165030975
2022,Madhya Pradesh,District_34,Autumn,Groundnut,118.2,899.7,176.1,18.8,31.6,0.88,179.58,1.5192893401015228
2013,West Bengal,District_35,Summer,Pulses,316.24,1200.4,,24.6,30.9,0.29,285.23,0.9019415633695927
2010,Kerala,District_36,Autumn,Pulses,1183.1,812.2,217.5,18.2,30.0,0.72,1262.21,1.0668667061110642
2017,Maharashtra,District_37,Rabi,Wheat,550.1,1109.5,117.6,23.2,26.5,1.1,2264.21,4.1159970914379205
2009,Maharashtra,District_38,Kharif,Maize,376.53,973.1,153.8,25.3,32.8,0.94,1160.67,3.0825432236475185
2003,Punjab,District_39,Rabi,Pulses,232.44,527.2,93.4,17.4,38.2,1.06,173.21,0.7451815522285321
2017,Chhattisgarh,District_40,Rabi,Wheat,76.46,607.5,131.6,19.4,33.4,0.96,221.35,2.8949777661522367
2004,Telangana,District_1,Rabi,Sugarcane,110.68,666.6,124.2,21.2,34.1,1.4,10099.32,91.247921937116
2013,West Bengal,District_2,Kharif,Wheat,528.31,661.9,163.6,,30.8,0.65,1523.75,2.8841967784066176
2022,Chhattisgarh,District_3,Rabi,Mustard,152.34,,185.7,20.8,31.3,0.9,224.08,1.4709203098332677
2022,Telangana,District_4,Kharif,Wheat,160.85,985.2,184.6,19.3,35.0,0.69,553.93,3.4437674852346905
2008,Telangana,District_5,Rabi,Rice,221.54,1126.1,111.3,19.3,38.0,1.04,788.7,3.560079443892751
2018,Rajasthan,District_6,Kharif,Groundnut,129.38,917.8,184.9,20.1,36.5,0.78,199.67,1.543283351368063
2014,Karnataka,District_7,Rabi,Maize,117.21,752.0,143.2,20.2,34.4,1.23,333.24,2.843102124392117
2011,Madhya Pradesh,District_8,Rabi,Cotton,237.39,391.9,132.0,20.5,32.1,0.67,283.28,1.1933105859556004
2003,Telangana,District_9,Kharif,Cotton,143.32,865.5,116.7,18.2,32.6,,272.88,1.9039910689366453
2009,Chhattisgarh,District_10,Rabi,Maize,156.87,855.7,122.6,18.3,29.7,0.95,408.66,2.605087014725569
2015,Telangana,District_11,Kharif,Mustard,153.13,890.2,214.7,19.6,27.7,0.79,219.38,1.4326389342388821
2023,Uttar Pradesh,District_12,Autumn,Groundnut,334.76,1313.4,157.3,19.9,28.6,0.94,658.08,1.965826263591827
2000,Punjab,District_13,Rabi,Maize,212.88,1122.9,152.0,18.7,32.1,0.87,658.81,3.094748214956783
2017,Karnataka,District_14,Kharif,Groundnut,219.83,1022.7,134.5,21.0,31.1,0.89,364.71,1.65905472410499
2020,Maharashtra,District_15,Kharif,Mustard,350.08,,242.8,14.6,27.6,0.75,462.36,1.3207266910420477
2022,Andhra Pradesh,District_16,Kharif,Pulses,224.7,737.1,,17.8,31.9,0.62,222.33,0.9894526034712952
2010,Uttar Pradesh,District_17,Kharif,Pulses,207.07,829.1,116.2,19.2,31.0,0.72,155.35,0.7502293910271889
2002,Karnataka,District_18,Summer,Sorghum,324.5,679.4,134.1,17.4,28.5,0.38,313.15,0.9650231124807396
2006,Andhra Pradesh,District_19,Rabi,Sugarcane,365.37,960.1,136.4,24.9,30.9,1.01,31169.8,85.31023346197006
2020,Tamil Nadu,District_20,Kharif,Cotton,224.02,928.5,150.8,20.1,31.0,0.49,410.3,1.831532898848317
2021,Punjab,District_21,Summer,Pulses,256.82,610.6,117.0,20.5,30.2,0.75,216.14,0.84160112140799
2015,Odisha,District_22,Kharif,Barley,153.07,1113.3,162.6,18.6,34.8,0.96,436.07,2.848827333899523
2002,Andhra Pradesh,District_23,Summer,Mustard,146.0,872.5,203.1,20.0,26.3,1.01,196.11,1.3432191780821918
2002,Tamil Nadu,District_24,Kharif,Rice,388.19,469.6,92.5,,26.0,0.36,784.31,2.020428140858858
2011,Punjab,District_25,Rabi,Sugarcane,319.57,838.7,99.9,19.5,32.0,0.78,23055.54,72.1455080264105
2014,Tamil Nadu,District_26,Summer,Mustard,321.56,911.9,125.7,17.2,32.3,0.91,364.63,1.1339407886553055
2000,Telangana,District_27,Kharif,Maize,289.6,1064.0,,19.2,33.2,0.81,927.74,3.2035220994475138
2016,Gujarat,District_28,Rabi,Sorghum,251.57,775.8,224.9,12.3,30.4,1.14,445.31,1.7701236236435187
2013,Gujarat,District_29,Autumn,Barley,371.61,1032.1,185.1,16.6,29.2,0.59,890.36,2.395952746158607
2000,Uttar Pradesh,District_30,Kharif,Barley,428.83,891.2,182.8,24.4,32.0,0.29,812.98,1.8958095282512886
2002,Maharashtra,District_31,Kharif,Rice,422.73,560.7,134.4,22.5,30.7,1.0,1175.86,2.781586355356847
2010,Madhya Pradesh,District_32,Rabi,Pulses,230.33,538.7,133.5,24.0,36.7,0.67,200.52,0.8705769982199453
2017,Haryana,District_33,Kharif,Pulses,562.39,1097.0,86.9,24.2,31.0,0.36,484.16,0.8608972421273494
2019,Punjab,District_34,Kharif,Groundnut,280.64,1113.1,176.3,22.0,31.8,0.76,485.87,1.7312927594070697
2010,Tamil Nadu,District_35,Kharif,Barley,357.6,921.0,164.6,18.6,39.4,1.11,806.47,2.2552293064876956
2007,Andhra Pradesh,District_36,Rabi,Cotton,289.82,1179.1,196.4,16.9,31.4,0.48,580.18,2.0018632254502795
2023,Maharashtra,District_37,Kharif,Pulses,283.78,1082.5,136.6,23.4,33.7,1.38,374.95,1.321269997885686
2011,West Bengal,District_38,Kharif,Groundnut,157.36,1000.4,139.3,20.2,33.9,0.59,224.1,1.424123029994916
2007,Haryana,District_39,Rabi,Mustard,372.71,649.5,151.8,27.5,34.2,0.82,436.19,1.1703200880040783
2010,Haryana,District_40,Rabi,Mustard,1349.08,,180.7,18.9,32.9,0.5,1771.03,1.312768701633706
2000,Uttar Pradesh,District_1,Rabi,Cotton,195.41,968.0,86.2,25.9,32.6,,265.76,1.3600122818688911
2007,Andhra Pradesh,District_2,Kharif,Sorghum,255.34,765.1,174.4,19.5,32.3,0.77,340.08,1.3318712305161744
2012,Kerala,District_3,Autumn,Rice,187.22,703.0,144.2,,30.3,0.43,443.87,2.370847131716697
2022,Madhya Pradesh,District_4,Rabi,Sugarcane,182.58,,102.7,,33.0,1.51,15168.11,83.07651440464454
2017,Tamil Nadu,District_5,Kharif,Groundnut,618.11,482.4,61.6,,38.1,0.68,488.22,0.7898594101373542
2018,Chhattisgarh,District_6,Summer,Rice,163.4,1003.9,139.5,18.5,35.6,0.68,582.88,3.5671970624235003
2013,Kerala,District_7,Kharif,Sugarcane,184.11,640.2,202.9,16.9,32.9,1.04,17704.39,96.16202270381837
2002,Chhattisgarh,District_8,Kharif,Pulses,94.4,931.5,212.0,16.3,34.6,1.25,111.39,1.1799788135593219
2009,Tamil Nadu,District_9,Kharif,Groundnut,155.31,735.2,159.2,22.0,29.4,1.08,274.25,1.7658231923250274
2023,Punjab,District_10,Rabi,Wheat,87.79,791.8,,19.4,31.2,0.5,288.18,3.2826062193871737
2001,Madhya Pradesh,District_11,Kharif,Maize,357.48,683.5,143.3,20.2,34.8,,954.79,2.6708906791988363
2021,Kerala,District_12,Kharif,Maize,1312.67,814.5,183.1,21.7,36.5,0.33,2883.27,2.196492644762202
2016,Chhattisgarh,District_13,Kharif,Groundnut,196.37,1265.7,127.0,14.4,29.7,1.03,368.66,1.8773743443499518
2006,Uttar Pradesh,District_14,Kharif,Cotton,90.01,,124.4,23.9,30.5,0.39,144.87,1.609487834685035
2018,Punjab,District_15,Kharif,Pulses,419.89,928.0,117.9,19.0,38.5,0.6,355.69,0.8471028126414061
2020,Karnataka,District_16,Rabi,Mustard,158.2,844.4,62.6,21.6,32.3,0.8,127.01,0.8028445006321113
2001,Kerala,District_17,Kharif,Mustard,533.58,1035.7,196.5,21.9,37.5,0.91,789.32,1.4792908279920536
2002,Rajasthan,District_18,Kharif,Wheat,206.6,1098.6,119.3,24.1,32.6,0.73,725.28,3.5105517909002906
2015,Rajasthan,District_19,Rabi,Sorghum,167.49,667.4,112.9,19.7,32.7,1.18,201.15,1.2009672219236969
2023,Madhya Pradesh,District_20,Kharif,Wheat,219.91,833.0,97.8,13.6,31.1,0.98,713.6,3.244963848847256
2000,Haryana,District_21,Rabi,Rice,385.55,449.2,136.8,20.2,34.8,0.96,1179.45,3.0591362987939306
2015,Punjab,District_22,Kharif,Rice,213.48,1097.1,215.5,20.6,36.1,0.49,801.05,3.752342139778902
2003,Punjab,District_23,Kharif,Maize,181.63,1304.3,228.8,16.9,28.9,1.22,970.31,5.342234212409844
2015,Odisha,District_24,Kharif,Barley,217.17,867.6,78.6,20.4,30.9,0.6,359.42,1.6550168071096378
2014,Bihar,District_25,Kharif,Maize,114.08,382.5,130.8,18.9,34.7,1.23,270.98,2.3753506311360453
2002,Madhya Pradesh,District_26,Kharif,Groundnut,310.51,984.0,103.6,16.0,31.6,1.31,490.38,1.5792728092492996
2016,Odisha,District_27,Rabi,Sugarcane,83.76,651.1,184.5,22.0,30.5,0.93,6521.23,77.85613658070677
2021,West Bengal,District_28,Kharif,Rice,187.45,704.1,156.5,18.3,35.0,1.06,521.52,2.7821819151773806
2020,Maharashtra,District_29,Rabi,Sugarcane,385.92,987.8,,18.8,35.3,0.1,21768.26,56.40614635157545
2000,Karnataka,District_30,Rabi,Rice,1544.155047545565,906.0,147.9,18.6,30.7,0.75,4341.157466217905,2.8113481694200178
2005,Maharashtra,District_31,Kharif,Sugarcane,348.69,742.6,125.9,23.7,32.6,1.08,29117.41,83.50514783905474
2005,Chhattisgarh,District_32,Rabi,Pulses,235.33,707.1,209.6,19.9,28.4,1.03,307.94,1.30854544681936
2010,Bihar,District_33,Kharif,Pulses,493.66,877.7,166.9,,29.3,0.5,507.49,1.0280152331564234
2003,Punjab,District_34,Kharif,Maize,426.16,759.9,171.8,18.7,32.4,0.73,1164.81,2.7332691946686687
2020,West Bengal,District_35,Kharif,Mustard,319.8,606.0,38.3,,32.1,0.17,179.44,0.5611006879299562
2018,Telangana,District_36,Rabi,Pulses,426.89,776.8,142.3,24.0,29.1,0.9,399.9,0.9367752816884911
2019,Odisha,District_37,Summer,Maize,383.85,924.7,228.3,21.9,29.9,0.33,1312.62,3.4196170379054314
2004,Andhra Pradesh,District_38,Kharif,Sugarcane,187.98,810.8,198.0,22.1,28.8,1.08,16166.88,86.00319182891798
2000,West Bengal,District_39,Rabi,Wheat,109.25,539.0,71.1,21.8,33.4,1.1,214.87,1.9667734553775744
2021,Madhya Pradesh,District_40,Rabi,Sorghum,314.89,1067.6,132.5,15.9,26.1,0.68,456.91,1.4510146400330275
2006,Haryana,District_1,Kharif,Mustard,339.56,247.5,96.9,17.4,,0.93,292.71,0.8620273294852161
2015,Uttar Pradesh,District_2,Rabi,Maize,470.73,751.8,213.4,19.4,26.4,,1634.75,3.4727975697321183
2021,Rajasthan,District_3,Rabi,Groundnut,139.52,713.6,154.8,17.8,33.3,0.86,205.99,1.4764191513761467
2000,Rajasthan,District_4,Summer,Groundnut,142.04,882.6,114.3,16.8,26.6,0.51,184.75,1.3006899464939454
2000,Haryana,District_5,Autumn,Groundnut,322.45,973.6,146.4,14.4,32.1,0.96,508.81,1.5779500697782602
2000,West Bengal,District_6,Kharif,Rice,234.46,1097.9,40.7,16.0,36.9,0.39,461.74,1.9693764394779494
2003,Madhya Pradesh,District_7,Kharif,Barley,78.93,693.3,101.6,,37.0,0.34,111.71,1.415304700367414
2001,Maharashtra,District_8,Rabi,Sorghum,306.45,979.0,146.5,19.8,26.6,0.77,442.37,1.4435307554250285
2019,Tamil Nadu,District_9,Kharif,Sorghum,80.52,893.1,178.8,17.6,32.9,0.75,112.8,1.4008941877794336
2014,Punjab,District_10,Kharif,Sorghum,138.77,473.5,67.3,20.2,29.0,0.87,119.0,0.857534049146069
2023,Chhattisgarh,District_11,Autumn,Sorghum,550.6,1268.1,129.8,18.7,28.4,0.64,727.34,1.3209952778786778
2019,Haryana,District_12,Kharif,Mustard,2649.9702629681765,533.5,185.4,,31.7,1.27,5379.339787823706,2.029962321840706
2023,Karnataka,District_13,Kharif,Rice,117.99,942.3,86.9,19.5,35.7,0.84,412.09,3.492584117298076
2005,West Bengal,District_14,Rabi,Sugarcane,200.81,935.8,154.2,22.1,33.8,0.86,18847.04,93.85508689806285
2006,Rajasthan,District_15,Kharif,Maize,251.03,910.6,147.6,20.6,29.9,0.85,740.88,2.951360395171892
2020,Karnataka,District_16,Kharif,Maize,712.47,741.2,213.6,15.8,34.1,1.05,2447.99,3.435920108916866
2005,Rajasthan,District_17,Autumn,Barley,182.05,1032.0,135.8,19.7,25.3,0.94,393.05,2.1590222466355398
2001,Rajasthan,District_18,Kharif,Barley,183.8,506.7,138.1,16.3,29.7,0.91,342.48,1.863329706202394
2016,Kerala,District_19,Kharif,Pulses,619.7,835.5,179.2,19.7,29.5,0.98,807.52,1.3030821365176697
2019,Kerala,District_20,Kharif,Mustard,195.42,725.9,91.9,17.8,32.2,0.34,141.75,0.7253607614369052
2023,Uttar Pradesh,District_21,Summer,Wheat,377.41,701.0,136.2,21.1,31.4,0.35,963.66,2.553350467661164
2022,Maharashtra,District_22,Kharif,Maize,100.86,944.3,126.8,16.0,31.6,0.78,292.48,2.899861193733889
2002,Chhattisgarh,District_23,Rabi,Barley,220.8,1087.0,139.4,20.0,31.5,0.75,524.07,2.373505434782609
2018,Rajasthan,District_24,Kharif,Sugarcane,90.4,774.5,178.9,21.7,32.1,0.94,8380.73,92.70719026548672
2020,Odisha,District_25,Kharif,Pulses,129.9,1021.7,167.2,,33.6,0.81,173.71,1.337259430331024
2016,Maharashtra,District_26,Summer,Sugarcane,404.85,860.9,115.1,17.7,32.4,0.95,29105.53,71.8921328887242
2019,Rajasthan,District_27,Rabi,Maize,237.47,653.6,150.5,20.1,,,574.41,2.4188739630269085
2020,Uttar Pradesh,District_28,Autumn,Barley,202.05,793.3,204.6,20.6,33.2,0.8,476.9,2.360306854738926
2010,Karnataka,District_29,Kharif,Mustard,156.14,784.1,111.7,24.6,34.5,0.46,139.84,0.8956065069809147
2000,Kerala,District_30,Rabi,Groundnut,214.35,696.7,150.8,15.6,30.3,0.9,296.77,1.3845113132726847
2010,Gujarat,District_31,Summer,Cotton,293.15,944.3,137.3,17.3,31.8,0.33,454.81,1.5514582977997613
2004,Punjab,District_32,Kharif,Groundnut,441.31,901.6,142.5,28.4,35.5,0.89,654.47,1.4830164736806326
2002,Kerala,District_33,Kharif,Sorghum,50.65,500.1,,19.2,28.7,0.43,37.05,0.7314906219151036
2002,Karnataka,District_34,Summer,Groundnut,148.55,486.7,201.4,14.3,37.4,0.7,173.52,1.1680915516661057
2016,Rajasthan,District_35,Kharif,Sugarcane,269.2,943.4,114.0,,28.0,1.02,20161.54,74.89427934621101
2012,Kerala,District_36,Rabi,Maize,230.6,670.6,186.0,11.7,31.0,0.86,616.42,2.6731136166522114
2012,Madhya Pradesh,District_37,Autumn,Pulses,311.7,916.4,120.1,20.7,29.1,0.39,267.27,0.8574590952839268
2017,Madhya Pradesh,District_38,Kharif,Cotton,287.3,1021.8,120.0,22.4,38.6,0.63,455.65,1.585972850678733
2013,Haryana,District_39,Kharif,Groundnut,203.79,570.4,193.5,17.3,30.5,0.42,259.15,1.2716521909809118
2015,Chhattisgarh,District_40,Kharif,Rice,178.38,539.5,184.8,,30.5,0.38,451.21,2.5294876107186903
2002,Telangana,District_1,Kharif,Wheat,211.18,1218.4,,22.8,30.9,0.83,786.91,3.726252486030874
2020,Bihar,District_2,Kharif,Mustard,487.48,927.3,175.4,14.7,32.3,0.94,769.37,1.5782596209075244
2010,Karnataka,District_3,Rabi,Cotton,157.72,757.8,133.5,16.0,,0.91,254.13,1.6112731422774538
2003,Punjab,District_4,Kharif,Sugarcane,235.64,644.5,144.7,19.3,31.6,0.95,16677.57,70.77563232048888
2019,Chhattisgarh,District_5,Rabi,Pulses,273.15,737.7,118.5,17.7,21.4,0.8,237.36,0.868973091707853
2017,Punjab,District_6,Kharif,Sugarcane,624.04,588.1,181.2,19.1,32.2,0.73,47246.85,75.71125248381514
2001,Rajasthan,District_7,Kharif,Mustard,204.35,1044.4,117.3,16.2,32.1,0.53,249.25,1.2197210667971619
2004,Punjab,District_8,Kharif,Maize,434.97,679.1,204.4,20.6,35.1,0.69,1339.86,3.0803503689909646
2000,Haryana,District_9,Rabi,Mustard,512.44,1090.6,132.4,19.6,,0.47,586.15,1.143841230192803
2006,Andhra Pradesh,District_10,Kharif,Maize,235.51,761.9,145.8,21.6,,0.59,546.43,2.3201987176765315
2002,Uttar Pradesh,District_11,Kharif,Cotton,215.63,620.5,175.3,20.6,34.4,0.82,405.54,1.8807216064555026
2017,Karnataka,District_12,Summer,Pulses,200.85,756.2,146.0,20.6,28.7,0.77,203.0,1.010704505850137
2012,Tamil Nadu,District_13,Rabi,Barley,209.87,272.7,133.1,15.7,,1.57,368.29,1.7548482393862868
2023,Gujarat,District_14,Kharif,Maize,408.52,823.4,143.8,21.5,30.3,0.46,1111.37,2.720478801527465
2017,Chhattisgarh,District_15,Summer,Pulses,281.07,812.6,180.8,19.0,28.4,0.77,284.75,1.0130928238517096
2014,Tamil Nadu,District_16,Kharif,Rice,281.79,1031.4,118.5,,31.4,0.44,955.57,3.3910713652010362
2012,West Bengal,District_17,Kharif,Rice,124.57,435.0,140.0,23.1,36.2,0.7,351.14,2.818816729549651
2001,Telangana,District_18,Kharif,Mustard,136.93,1105.6,145.4,17.8,32.5,0.71,166.67,1.2171912656101656
2001,Tamil Nadu,District_19,Kharif,Mustard,885.43,1030.5,179.6,24.1,36.5,1.01,1374.16,1.551969099759439
2014,Gujarat,District_20,Kharif,Cotton,219.93,1125.4,141.0,24.3,29.8,0.69,431.05,1.9599417996635293
2000,Uttar Pradesh,District_21,Rabi,Groundnut,153.72,838.4,217.3,22.3,35.1,0.75,299.89,1.9508847254748893
2001,Punjab,District_22,Kharif,Cotton,577.47,1073.1,138.7,17.1,30.0,0.69,973.2,1.6852823523299911
2005,Chhattisgarh,District_23,Rabi,Maize,289.77,526.3,135.5,13.4,32.7,0.45,653.64,2.255720053835801
2021,Chhattisgarh,District_24,Summer,Sugarcane,346.16,1006.9,138.2,,32.7,0.64,26091.02,75.3727178183499
2011,Telangana,District_25,Rabi,Cotton,225.24,680.3,92.3,20.3,34.0,0.7,264.9,1.1760788492274905
2017,Haryana,District_26,Rabi,Barley,202.11,,103.5,17.8,32.8,0.82,310.36,1.5355994260551185
2009,Tamil Nadu,District_27,Rabi,Sugarcane,221.02,,,23.5,29.8,0.94,14401.72,65.1602569903176
2004,Chhattisgarh,District_28,Autumn,Cotton,106.74,851.2,190.4,17.4,34.6,0.74,181.35,1.6989881956155144
2008,Haryana,District_29,Kharif,Pulses,232.12,668.7,143.7,18.7,37.2,0.74,203.58,0.8770463553334482
2002,Haryana,District_30,Kharif,Mustard,292.25,932.7,125.6,21.6,30.2,0.37,320.49,1.0966295979469634
2018,Haryana,District_31,Rabi,Maize,742.69,452.2,194.1,16.7,26.5,0.93,1988.64,2.6776178486313267
2004,Punjab,District_32,Rabi,Sorghum,257.65,382.0,207.0,19.7,33.5,,267.43,1.0379584707937126
2009,Uttar Pradesh,District_33,Kharif,Sugarcane,60.31,1151.9,195.2,23.3,31.0,0.99,6156.48,102.08058365113578
2023,Uttar Pradesh,District_34,Rabi,Groundnut,231.28,1048.8,110.9,20.6,31.6,1.13,361.32,1.5622621930127982
2014,Rajasthan,District_35,Kharif,Sorghum,1266.11,619.2,125.2,23.7,33.7,0.75,1384.52,1.0935226797039752
2011,Gujarat,District_36,Summer,Sugarcane,411.5,849.3,217.5,23.4,30.6,0.54,36240.39,88.0689914945322
2013,West Bengal,District_37,Kharif,Wheat,150.43,1074.3,154.6,20.0,31.2,0.8,560.14,3.723592368543508
2018,Maharashtra,District_38,Kharif,Mustard,348.86,942.2,134.3,13.0,31.7,0.89,389.74,1.117181677463739
